Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard450,150,1
2019,FEMALE,BLACK NON HISPANIC,Susan451,149,2
2020,MALE,HISPANIC,Joseph452,148,3
2021,FEMALE,WHITE NON HISPANIC,Jessica453,147,4
2022,MALE,OTHER ETHNICITY,Thomas454,146,5
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah455,145,6
2016,MALE,BLACK NON HISPANIC,Charles456,144,7
2017,FEMALE,HISPANIC,Karen457,143,8
2018,MALE,WHITE NON HISPANIC,Christopher458,142,9
2019,FEMALE,OTHER ETHNICITY,Nancy459,141,10
2020,MALE,ASIAN AND PACIFIC ISLANDER,James460,140,11
2021,FEMALE,BLACK NON HISPANIC,Mary461,139,12
2022,MALE,HISPANIC,Robert462,138,13
2023,FEMALE,WHITE NON HISPANIC,Patricia463,137,14
2016,MALE,OTHER ETHNICITY,Michael464,136,15
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer465,135,16
2018,MALE,BLACK NON HISPANIC,William466,134,17
2019,FEMALE,HISPANIC,Linda467,133,18
2020,MALE,WHITE NON HISPANIC,David468,132,19
2021,FEMALE,OTHER ETHNICITY,Barbara469,131,20
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard470,130,21
2023,FEMALE,BLACK NON HISPANIC,Susan471,129,22
2016,MALE,HISPANIC,Joseph472,128,23
2017,FEMALE,WHITE NON HISPANIC,Jessica473,127,24
2018,MALE,OTHER ETHNICITY,Thomas474,126,25
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah475,125,26
2020,MALE,BLACK NON HISPANIC,Charles476,124,27
2021,FEMALE,HISPANIC,Karen477,123,28
2022,MALE,WHITE NON HISPANIC,Christopher478,122,29
2023,FEMALE,OTHER ETHNICITY,Nancy479,121,30
2016,MALE,ASIAN AND PACIFIC ISLANDER,James480,120,31
2017,FEMALE,BLACK NON HISPANIC,Mary481,119,32
2018,MALE,HISPANIC,Robert482,118,33
2019,FEMALE,WHITE NON HISPANIC,Patricia483,117,34
2020,MALE,OTHER ETHNICITY,Michael484,116,35
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer485,115,36
2022,MALE,BLACK NON HISPANIC,William486,114,37
2023,FEMALE,HISPANIC,Linda487,113,38
2016,MALE,WHITE NON HISPANIC,David488,112,39
2017,FEMALE,OTHER ETHNICITY,Barbara489,111,40
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard490,110,41
2019,FEMALE,BLACK NON HISPANIC,Susan491,109,42
2020,MALE,HISPANIC,Joseph492,108,43
2021,FEMALE,WHITE NON HISPANIC,Jessica493,107,44
2022,MALE,OTHER ETHNICITY,Thomas494,106,45
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah495,105,46
2016,MALE,BLACK NON HISPANIC,Charles496,104,47
2017,FEMALE,HISPANIC,Karen497,103,48
2018,MALE,WHITE NON HISPANIC,Christopher498,102,49
2019,FEMALE,OTHER ETHNICITY,Nancy499,101,50
2020,MALE,ASIAN AND PACIFIC ISLANDER,James500,200,1
2021,FEMALE,BLACK NON HISPANIC,Mary501,199,2
2022,MALE,HISPANIC,Robert502,198,3
2023,FEMALE,WHITE NON HISPANIC,Patricia503,197,4
2016,MALE,OTHER ETHNICITY,Michael504,196,5
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer505,195,6
2018,MALE,BLACK NON HISPANIC,William506,194,7
2019,FEMALE,HISPANIC,Linda507,193,8
2020,MALE,WHITE NON HISPANIC,David508,192,9
2021,FEMALE,OTHER ETHNICITY,Barbara509,191,10
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard510,190,11
2023,FEMALE,BLACK NON HISPANIC,Susan511,189,12
2016,MALE,HISPANIC,Joseph512,188,13
2017,FEMALE,WHITE NON HISPANIC,Jessica513,187,14
2018,MALE,OTHER ETHNICITY,Thomas514,186,15
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah515,185,16
2020,MALE,BLACK NON HISPANIC,Charles516,184,17
2021,FEMALE,HISPANIC,Karen517,183,18
2022,MALE,WHITE NON HISPANIC,Christopher518,182,19
2023,FEMALE,OTHER ETHNICITY,Nancy519,181,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,James520,180,21
2017,FEMALE,BLACK NON HISPANIC,Mary521,179,22
2018,MALE,HISPANIC,Robert522,178,23
2019,FEMALE,WHITE NON HISPANIC,Patricia523,177,24
2020,MALE,OTHER ETHNICITY,Michael524,176,25
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer525,175,26
2022,MALE,BLACK NON HISPANIC,William526,174,27
2023,FEMALE,HISPANIC,Linda527,173,28
2016,MALE,WHITE NON HISPANIC,David528,172,29
2017,FEMALE,OTHER ETHNICITY,Barbara529,171,30
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard530,170,31
2019,FEMALE,BLACK NON HISPANIC,Susan531,169,32
2020,MALE,HISPANIC,Joseph532,168,33
2021,FEMALE,WHITE NON HISPANIC,Jessica533,167,34
2022,MALE,OTHER ETHNICITY,Thomas534,166,35
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah535,165,36
2016,MALE,BLACK NON HISPANIC,Charles536,164,37
2017,FEMALE,HISPANIC,Karen537,163,38
2018,MALE,WHITE NON HISPANIC,Christopher538,162,39
2019,FEMALE,OTHER ETHNICITY,Nancy539,161,40
2020,MALE,ASIAN AND PACIFIC ISLANDER,James540,160,41
2021,FEMALE,BLACK NON HISPANIC,Mary541,159,42
2022,MALE,HISPANIC,Robert542,158,43
2023,FEMALE,WHITE NON HISPANIC,Patricia543,157,44
2016,MALE,OTHER ETHNICITY,Michael544,156,45
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer545,155,46
2018,MALE,BLACK NON HISPANIC,William546,154,47
2019,FEMALE,HISPANIC,Linda547,153,48
2020,MALE,WHITE NON HISPANIC,David548,152,49
2021,FEMALE,OTHER ETHNICITY,Barbara549,151,50
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard550,150,1
2023,FEMALE,BLACK NON HISPANIC,Susan551,149,2
2016,MALE,HISPANIC,Joseph552,148,3
2017,FEMALE,WHITE NON HISPANIC,Jessica553,147,4
2018,MALE,OTHER ETHNICITY,Thomas554,146,5
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah555,145,6
2020,MALE,BLACK NON HISPANIC,Charles556,144,7
2021,FEMALE,HISPANIC,Karen557,143,8
2022,MALE,WHITE NON HISPANIC,Christopher558,142,9
2023,FEMALE,OTHER ETHNICITY,Nancy559,141,10
2016,MALE,ASIAN AND PACIFIC ISLANDER,James560,140,11
2017,FEMALE,BLACK NON HISPANIC,Mary561,139,12
2018,MALE,HISPANIC,Robert562,138,13
2019,FEMALE,WHITE NON HISPANIC,Patricia563,137,14
2020,MALE,OTHER ETHNICITY,Michael564,136,15
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer565,135,16
2022,MALE,BLACK NON HISPANIC,William566,134,17
2023,FEMALE,HISPANIC,Linda567,133,18
2016,MALE,WHITE NON HISPANIC,David568,132,19
2017,FEMALE,OTHER ETHNICITY,Barbara569,131,20
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard570,130,21
2019,FEMALE,BLACK NON HISPANIC,Susan571,129,22
2020,MALE,HISPANIC,Joseph572,128,23
2021,FEMALE,WHITE NON HISPANIC,Jessica573,127,24
2022,MALE,OTHER ETHNICITY,Thomas574,126,25
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah575,125,26
2016,MALE,BLACK NON HISPANIC,Charles576,124,27
2017,FEMALE,HISPANIC,Karen577,123,28
2018,MALE,WHITE NON HISPANIC,Christopher578,122,29
2019,FEMALE,OTHER ETHNICITY,Nancy579,121,30
2020,MALE,ASIAN AND PACIFIC ISLANDER,James580,120,31
2021,FEMALE,BLACK NON HISPANIC,Mary581,119,32
2022,MALE,HISPANIC,Robert582,118,33
2023,FEMALE,WHITE NON HISPANIC,Patricia583,117,34
2016,MALE,OTHER ETHNICITY,Michael584,116,35
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer585,115,36
2018,MALE,BLACK NON HISPANIC,William586,114,37
2019,FEMALE,HISPANIC,Linda587,113,38
2020,MALE,WHITE NON HISPANIC,David588,112,39
2021,FEMALE,OTHER ETHNICITY,Barbara589,111,40
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard590,110,41
2023,FEMALE,BLACK NON HISPANIC,Susan591,109,42
2016,MALE,HISPANIC,Joseph592,108,43
2017,FEMALE,WHITE NON HISPANIC,Jessica593,107,44
2018,MALE,OTHER ETHNICITY,Thomas594,106,45
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah595,105,46
2020,MALE,BLACK NON HISPANIC,Charles596,104,47
2021,FEMALE,HISPANIC,Karen597,103,48
2022,MALE,WHITE NON HISPANIC,Christopher598,102,49
2023,FEMALE,OTHER ETHNICITY,Nancy599,101,50
2016,MALE,ASIAN AND PACIFIC ISLANDER,James600,200,1
2017,FEMALE,BLACK NON HISPANIC,Mary601,199,2
2018,MALE,HISPANIC,Robert602,198,3
2019,FEMALE,WHITE NON HISPANIC,Patricia603,197,4
2020,MALE,OTHER ETHNICITY,Michael604,196,5
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer605,195,6
2022,MALE,BLACK NON HISPANIC,William606,194,7
2023,FEMALE,HISPANIC,Linda607,193,8
2016,MALE,WHITE NON HISPANIC,David608,192,9
2017,FEMALE,OTHER ETHNICITY,Barbara609,191,10
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard610,190,11
2019,FEMALE,BLACK NON HISPANIC,Susan611,189,12
2020,MALE,HISPANIC,Joseph612,188,13
2021,FEMALE,WHITE NON HISPANIC,Jessica613,187,14
2022,MALE,OTHER ETHNICITY,Thomas614,186,15
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah615,185,16
2016,MALE,BLACK NON HISPANIC,Charles616,184,17
2017,FEMALE,HISPANIC,Karen617,183,18
2018,MALE,WHITE NON HISPANIC,Christopher618,182,19
2019,FEMALE,OTHER ETHNICITY,Nancy619,181,20
2020,MALE,ASIAN AND PACIFIC ISLANDER,James620,180,21
2021,FEMALE,BLACK NON HISPANIC,Mary621,179,22
2022,MALE,HISPANIC,Robert622,178,23
2023,FEMALE,WHITE NON HISPANIC,Patricia623,177,24
2016,MALE,OTHER ETHNICITY,Michael624,176,25
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer625,175,26
2018,MALE,BLACK NON HISPANIC,William626,174,27
2019,FEMALE,HISPANIC,Linda627,173,28
2020,MALE,WHITE NON HISPANIC,David628,172,29
2021,FEMALE,OTHER ETHNICITY,Barbara629,171,30
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard630,170,31
2023,FEMALE,BLACK NON HISPANIC,Susan631,169,32
2016,MALE,HISPANIC,Joseph632,168,33
2017,FEMALE,WHITE NON HISPANIC,Jessica633,167,34
2018,MALE,OTHER ETHNICITY,Thomas634,166,35
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah635,165,36
2020,MALE,BLACK NON HISPANIC,Charles636,164,37
2021,FEMALE,HISPANIC,Karen637,163,38
2022,MALE,WHITE NON HISPANIC,Christopher638,162,39
2023,FEMALE,OTHER ETHNICITY,Nancy639,161,40
2016,MALE,ASIAN AND PACIFIC ISLANDER,James640,160,41
2017,FEMALE,BLACK NON HISPANIC,Mary641,159,42
2018,MALE,HISPANIC,Robert642,158,43
2019,FEMALE,WHITE NON HISPANIC,Patricia643,157,44
2020,MALE,OTHER ETHNICITY,Michael644,156,45
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer645,155,46
2022,MALE,BLACK NON HISPANIC,William646,154,47
2023,FEMALE,HISPANIC,Linda647,153,48
2016,MALE,WHITE NON HISPANIC,David648,152,49
2017,FEMALE,OTHER ETHNICITY,Barbara649,151,50
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard650,150,1
2019,FEMALE,BLACK NON HISPANIC,Susan651,149,2
2020,MALE,HISPANIC,Joseph652,148,3
2021,FEMALE,WHITE NON HISPANIC,Jessica653,147,4
2022,MALE,OTHER ETHNICITY,Thomas654,146,5
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah655,145,6
2016,MALE,BLACK NON HISPANIC,Charles656,144,7
2017,FEMALE,HISPANIC,Karen657,143,8
2018,MALE,WHITE NON HISPANIC,Christopher658,142,9
2019,FEMALE,OTHER ETHNICITY,Nancy659,141,10
2020,MALE,ASIAN AND PACIFIC ISLANDER,James660,140,11
2021,FEMALE,BLACK NON HISPANIC,Mary661,139,12
2022,MALE,HISPANIC,Robert662,138,13
2023,FEMALE,WHITE NON HISPANIC,Patricia663,137,14
2016,MALE,OTHER ETHNICITY,Michael664,136,15
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer665,135,16
2018,MALE,BLACK NON HISPANIC,William666,134,17
2019,FEMALE,HISPANIC,Linda667,133,18
2020,MALE,WHITE NON HISPANIC,David668,132,19
2021,FEMALE,OTHER ETHNICITY,Barbara669,131,20
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard670,130,21
2023,FEMALE,BLACK NON HISPANIC,Susan671,129,22
2016,MALE,HISPANIC,Joseph672,128,23
2017,FEMALE,WHITE NON HISPANIC,Jessica673,127,24
2018,MALE,OTHER ETHNICITY,Thomas674,126,25
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah675,125,26
2020,MALE,BLACK NON HISPANIC,Charles676,124,27
2021,FEMALE,HISPANIC,Karen677,123,28
2022,MALE,WHITE NON HISPANIC,Christopher678,122,29
2023,FEMALE,OTHER ETHNICITY,Nancy679,121,30
2016,MALE,ASIAN AND PACIFIC ISLANDER,James680,120,31
2017,FEMALE,BLACK NON HISPANIC,Mary681,119,32
2018,MALE,HISPANIC,Robert682,118,33
2019,FEMALE,WHITE NON HISPANIC,Patricia683,117,34
2020,MALE,OTHER ETHNICITY,Michael684,116,35
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer685,115,36
2022,MALE,BLACK NON HISPANIC,William686,114,37
2023,FEMALE,HISPANIC,Linda687,113,38
2016,MALE,WHITE NON HISPANIC,David688,112,39
2017,FEMALE,OTHER ETHNICITY,Barbara689,111,40
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard690,110,41
2019,FEMALE,BLACK NON HISPANIC,Susan691,109,42
2020,MALE,HISPANIC,Joseph692,108,43
2021,FEMALE,WHITE NON HISPANIC,Jessica693,107,44
2022,MALE,OTHER ETHNICITY,Thomas694,106,45
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah695,105,46
2016,MALE,BLACK NON HISPANIC,Charles696,104,47
2017,FEMALE,HISPANIC,Karen697,103,48
2018,MALE,WHITE NON HISPANIC,Christopher698,102,49
2019,FEMALE,OTHER ETHNICITY,Nancy699,101,50
2020,MALE,ASIAN AND PACIFIC ISLANDER,James700,200,1
2021,FEMALE,BLACK NON HISPANIC,Mary701,199,2
2022,MALE,HISPANIC,Robert702,198,3
2023,FEMALE,WHITE NON HISPANIC,Patricia703,197,4
2016,MALE,OTHER ETHNICITY,Michael704,196,5
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer705,195,6
2018,MALE,BLACK NON HISPANIC,William706,194,7
2019,FEMALE,HISPANIC,Linda707,193,8
2020,MALE,WHITE NON HISPANIC,David708,192,9
2021,FEMALE,OTHER ETHNICITY,Barbara709,191,10
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard710,190,11
2023,FEMALE,BLACK NON HISPANIC,Susan711,189,12
2016,MALE,HISPANIC,Joseph712,188,13
2017,FEMALE,WHITE NON HISPANIC,Jessica713,187,14
2018,MALE,OTHER ETHNICITY,Thomas714,186,15
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah715,185,16
2020,MALE,BLACK NON HISPANIC,Charles716,184,17
2021,FEMALE,HISPANIC,Karen717,183,18
2022,MALE,WHITE NON HISPANIC,Christopher718,182,19
2023,FEMALE,OTHER ETHNICITY,Nancy719,181,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,James720,180,21
2017,FEMALE,BLACK NON HISPANIC,Mary721,179,22
2018,MALE,HISPANIC,Robert722,178,23
2019,FEMALE,WHITE NON HISPANIC,Patricia723,177,24
2020,MALE,OTHER ETHNICITY,Michael724,176,25
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer725,175,26
2022,MALE,BLACK NON HISPANIC,William726,174,27
2023,FEMALE,HISPANIC,Linda727,173,28
2016,MALE,WHITE NON HISPANIC,David728,172,29
2017,FEMALE,OTHER ETHNICITY,Barbara729,171,30
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard730,170,31
2019,FEMALE,BLACK NON HISPANIC,Susan731,169,32
2020,MALE,HISPANIC,Joseph732,168,33
2021,FEMALE,WHITE NON HISPANIC,Jessica733,167,34
2022,MALE,OTHER ETHNICITY,Thomas734,166,35
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah735,165,36
2016,MALE,BLACK NON HISPANIC,Charles736,164,37
2017,FEMALE,HISPANIC,Karen737,163,38
2018,MALE,WHITE NON HISPANIC,Christopher738,162,39
2019,FEMALE,OTHER ETHNICITY,Nancy739,161,40
2020,MALE,ASIAN AND PACIFIC ISLANDER,James740,160,41
2021,FEMALE,BLACK NON HISPANIC,Mary741,159,42
2022,MALE,HISPANIC,Robert742,158,43
2023,FEMALE,WHITE NON HISPANIC,Patricia743,157,44
2016,MALE,OTHER ETHNICITY,Michael744,156,45
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer745,155,46
2018,MALE,BLACK NON HISPANIC,William746,154,47
2019,FEMALE,HISPANIC,Linda747,153,48
2020,MALE,WHITE NON HISPANIC,David748,152,49
2021,FEMALE,OTHER ETHNICITY,Barbara749,151,50
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard750,150,1
2023,FEMALE,BLACK NON HISPANIC,Susan751,149,2
2016,MALE,HISPANIC,Joseph752,148,3
2017,FEMALE,WHITE NON HISPANIC,Jessica753,147,4
2018,MALE,OTHER ETHNICITY,Thomas754,146,5
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah755,145,6
2020,MALE,BLACK NON HISPANIC,Charles756,144,7
2021,FEMALE,HISPANIC,Karen757,143,8
2022,MALE,WHITE NON HISPANIC,Christopher758,142,9
2023,FEMALE,OTHER ETHNICITY,Nancy759,141,10
2016,MALE,ASIAN AND PACIFIC ISLANDER,James760,140,11
2017,FEMALE,BLACK NON HISPANIC,Mary761,139,12
2018,MALE,HISPANIC,Robert762,138,13
2019,FEMALE,WHITE NON HISPANIC,Patricia763,137,14
2020,MALE,OTHER ETHNICITY,Michael764,136,15
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer765,135,16
2022,MALE,BLACK NON HISPANIC,William766,134,17
2023,FEMALE,HISPANIC,Linda767,133,18
2016,MALE,WHITE NON HISPANIC,David768,132,19
2017,FEMALE,OTHER ETHNICITY,Barbara769,131,20
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard770,130,21
2019,FEMALE,BLACK NON HISPANIC,Susan771,129,22
2020,MALE,HISPANIC,Joseph772,128,23
2021,FEMALE,WHITE NON HISPANIC,Jessica773,127,24
2022,MALE,OTHER ETHNICITY,Thomas774,126,25
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah775,125,26
2016,MALE,BLACK NON HISPANIC,Charles776,124,27
2017,FEMALE,HISPANIC,Karen777,123,28
2018,MALE,WHITE NON HISPANIC,Christopher778,122,29
2019,FEMALE,OTHER ETHNICITY,Nancy779,121,30
2020,MALE,ASIAN AND PACIFIC ISLANDER,James780,120,31
2021,FEMALE,BLACK NON HISPANIC,Mary781,119,32
2022,MALE,HISPANIC,Robert782,118,33
2023,FEMALE,WHITE NON HISPANIC,Patricia783,117,34
2016,MALE,OTHER ETHNICITY,Michael784,116,35
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer785,115,36
2018,MALE,BLACK NON HISPANIC,William786,114,37
2019,FEMALE,HISPANIC,Linda787,113,38
2020,MALE,WHITE NON HISPANIC,David788,112,39
2021,FEMALE,OTHER ETHNICITY,Barbara789,111,40
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard790,110,41
2023,FEMALE,BLACK NON HISPANIC,Susan791,109,42
2016,MALE,HISPANIC,Joseph792,108,43
2017,FEMALE,WHITE NON HISPANIC,Jessica793,107,44
2018,MALE,OTHER ETHNICITY,Thomas794,106,45
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah795,105,46
2020,MALE,BLACK NON HISPANIC,Charles796,104,47
2021,FEMALE,HISPANIC,Karen797,103,48
2022,MALE,WHITE NON HISPANIC,Christopher798,102,49
2023,FEMALE,OTHER ETHNICITY,Nancy799,101,50
2016,MALE,ASIAN AND PACIFIC ISLANDER,James800,200,1
2017,FEMALE,BLACK NON HISPANIC,Mary801,199,2
2018,MALE,HISPANIC,Robert802,198,3
2019,FEMALE,WHITE NON HISPANIC,Patricia803,197,4
2020,MALE,OTHER ETHNICITY,Michael804,196,5
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer805,195,6
2022,MALE,BLACK NON HISPANIC,William806,194,7
2023,FEMALE,HISPANIC,Linda807,193,8
2016,MALE,WHITE NON HISPANIC,David808,192,9
2017,FEMALE,OTHER ETHNICITY,Barbara809,191,10
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard810,190,11
2019,FEMALE,BLACK NON HISPANIC,Susan811,189,12
2020,MALE,HISPANIC,Joseph812,188,13
2021,FEMALE,WHITE NON HISPANIC,Jessica813,187,14
2022,MALE,OTHER ETHNICITY,Thomas814,186,15
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah815,185,16
2016,MALE,BLACK NON HISPANIC,Charles816,184,17
2017,FEMALE,HISPANIC,Karen817,183,18
2018,MALE,WHITE NON HISPANIC,Christopher818,182,19
2019,FEMALE,OTHER ETHNICITY,Nancy819,181,20
2020,MALE,ASIAN AND PACIFIC ISLANDER,James820,180,21
2021,FEMALE,BLACK NON HISPANIC,Mary821,179,22
2022,MALE,HISPANIC,Robert822,178,23
2023,FEMALE,WHITE NON HISPANIC,Patricia823,177,24
2016,MALE,OTHER ETHNICITY,Michael824,176,25
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer825,175,26
2018,MALE,BLACK NON HISPANIC,William826,174,27
2019,FEMALE,HISPANIC,Linda827,173,28
2020,MALE,WHITE NON HISPANIC,David828,172,29
2021,FEMALE,OTHER ETHNICITY,Barbara829,171,30
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard830,170,31
2023,FEMALE,BLACK NON HISPANIC,Susan831,169,32
2016,MALE,HISPANIC,Joseph832,168,33
2017,FEMALE,WHITE NON HISPANIC,Jessica833,167,34
2018,MALE,OTHER ETHNICITY,Thomas834,166,35
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah835,165,36
2020,MALE,BLACK NON HISPANIC,Charles836,164,37
2021,FEMALE,HISPANIC,Karen837,163,38
2022,MALE,WHITE NON HISPANIC,Christopher838,162,39
2023,FEMALE,OTHER ETHNICITY,Nancy839,161,40
2016,MALE,ASIAN AND PACIFIC ISLANDER,James840,160,41
2017,FEMALE,BLACK NON HISPANIC,Mary841,159,42
2018,MALE,HISPANIC,Robert842,158,43
2019,FEMALE,WHITE NON HISPANIC,Patricia843,157,44
2020,MALE,OTHER ETHNICITY,Michael844,156,45
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer845,155,46
2022,MALE,BLACK NON HISPANIC,William846,154,47
2023,FEMALE,HISPANIC,Linda847,153,48
2016,MALE,WHITE NON HISPANIC,David848,152,49
2017,FEMALE,OTHER ETHNICITY,Barbara849,151,50
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard850,150,1
2019,FEMALE,BLACK NON HISPANIC,Susan851,149,2
2020,MALE,HISPANIC,Joseph852,148,3
2021,FEMALE,WHITE NON HISPANIC,Jessica853,147,4
2022,MALE,OTHER ETHNICITY,Thomas854,146,5
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah855,145,6
2016,MALE,BLACK NON HISPANIC,Charles856,144,7
2017,FEMALE,HISPANIC,Karen857,143,8
2018,MALE,WHITE NON HISPANIC,Christopher858,142,9
2019,FEMALE,OTHER ETHNICITY,Nancy859,141,10
2020,MALE,ASIAN AND PACIFIC ISLANDER,James860,140,11
2021,FEMALE,BLACK NON HISPANIC,Mary861,139,12
2022,MALE,HISPANIC,Robert862,138,13
2023,FEMALE,WHITE NON HISPANIC,Patricia863,137,14
2016,MALE,OTHER ETHNICITY,Michael864,136,15
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer865,135,16
2018,MALE,BLACK NON HISPANIC,William866,134,17
2019,FEMALE,HISPANIC,Linda867,133,18
2020,MALE,WHITE NON HISPANIC,David868,132,19
2021,FEMALE,OTHER ETHNICITY,Barbara869,131,20
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard870,130,21
2023,FEMALE,BLACK NON HISPANIC,Susan871,129,22
2016,MALE,HISPANIC,Joseph872,128,23
2017,FEMALE,WHITE NON HISPANIC,Jessica873,127,24
2018,MALE,OTHER ETHNICITY,Thomas874,126,25
2019,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah875,125,26
2020,MALE,BLACK NON HISPANIC,Charles876,124,27
2021,FEMALE,HISPANIC,Karen877,123,28
2022,MALE,WHITE NON HISPANIC,Christopher878,122,29
2023,FEMALE,OTHER ETHNICITY,Nancy879,121,30
2016,MALE,ASIAN AND PACIFIC ISLANDER,James880,120,31
2017,FEMALE,BLACK NON HISPANIC,Mary881,119,32
2018,MALE,HISPANIC,Robert882,118,33
2019,FEMALE,WHITE NON HISPANIC,Patricia883,117,34
2020,MALE,OTHER ETHNICITY,Michael884,116,35
2021,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer885,115,36
2022,MALE,BLACK NON HISPANIC,William886,114,37
2023,FEMALE,HISPANIC,Linda887,113,38
2016,MALE,WHITE NON HISPANIC,David888,112,39
2017,FEMALE,OTHER ETHNICITY,Barbara889,111,40
2018,MALE,ASIAN AND PACIFIC ISLANDER,Richard890,110,41
2019,FEMALE,BLACK NON HISPANIC,Susan891,109,42
2020,MALE,HISPANIC,Joseph892,108,43
2021,FEMALE,WHITE NON HISPANIC,Jessica893,107,44
2022,MALE,OTHER ETHNICITY,Thomas894,106,45
2023,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah895,105,46
2016,MALE,BLACK NON HISPANIC,Charles896,104,47
2017,FEMALE,HISPANIC,Karen897,103,48
2018,MALE,WHITE NON HISPANIC,Christopher898,102,49
2019,FEMALE,OTHER ETHNICITY,Nancy899,101,50
2020,MALE,ASIAN AND PACIFIC ISLANDER,James900,200,1
2021,FEMALE,BLACK NON HISPANIC,Mary901,199,2
2022,MALE,HISPANIC,Robert902,198,3
2023,FEMALE,WHITE NON HISPANIC,Patricia903,197,4
2016,MALE,OTHER ETHNICITY,Michael904,196,5
2017,FEMALE,ASIAN AND PACIFIC ISLANDER,Jennifer905,195,6
2018,MALE,BLACK NON HISPANIC,William906,194,7
2019,FEMALE,HISPANIC,Linda907,193,8
2020,MALE,WHITE NON HISPANIC,David908,192,9
2021,FEMALE,OTHER ETHNICITY,Barbara909,191,10
2022,MALE,ASIAN AND PACIFIC ISLANDER,Richard910,190,11
2023,FEMALE,BLACK NON HISPANIC,Susan911,189,12
